game_str,play_id,nth_throw,safe,advanced,thr_ts,acq_ts,arr_ts,closest_itsx_ts,E_itsx_ts,E_ft_til_1st_itsx,ft_til_1st,itsx_catch_ts_delta,plane_orientation_polar,plane_orientation_azimuth,ball_norm_x_plane,ball_dis_plane_origin,proj_ball_z,ball_direction_polar,ball_direction_azimuth
y1_d004_CGA_QEA,200,1,False,False,7744956,7744164.0,7746144.0,7746078,7746078.166524355,24.146963810555313,22.38919050117916,65.83347564470023,161.73733146752153,2.73231287461536,-0.1801464730252389,2.0805580974966795,2.45188833709435,-21.340015552428877,-11.6890587397664
y1_d004_CGA_QEA,234,2,False,False,9001334,9000938.0,9002423.0,9002324,9002324.545357658,14.907368972060697,12.337101921187436,98.45464234240353,134.93926572637474,3.233438521944123,0.5376912758905498,5.462761736087399,5.080946406550364,-49.22967528279986,-11.883465874314068
y1_d004_CGA_QEA,241,2,False,False,9859863,9859038.0,9860853.0,9860754,9860754.574202197,14.91526680429225,12.277068555464693,98.42579780332744,133.96386508837202,0.2971117879904739,-0.337593361712779,3.718377797120232,3.544381793591395,-53.66571816887278,-20.178484306193408
y1_d004_CGA_QEA,307,1,False,False,12378920,12378062.0,12379976.0,12379844,12379844.912890378,9.29890752338717,5.498601529654216,131.08710962161422,88.03362929127127,2.8833265727229787,0.4867472979882345,4.12151962518116,4.0259758081938655,-96.14642685333746,-11.097094180527991
y1_d005_JJS_YJD,8,1,True,False,205608,204585.0,206994.0,206829,206829.59257423706,9.321677130488911,4.423516379538189,164.40742576293997,130.10995436145504,2.3788245967429305,-0.8379679671831446,7.962131975141786,4.696328498372356,-49.25289778484018,-10.910329907713843
y1_d005_JJS_YJD,10,2,False,False,273919,273391.0,274843.0,274777,274777.2851543689,4.170718598668815,2.360320213392081,65.71484563109698,134.11185392019354,2.082161799062817,0.6375214483766413,1.0719843510081526,1.1360803160694006,-48.920354841619485,-10.094360673138851
y1_d005_JJS_YJD,11,1,False,False,313486,312760.0,314872.0,314806,314806.3209036529,11.130769544711908,9.368738364444429,65.6790963471285,171.1402257793676,2.389815969689124,0.8630331509451945,4.196275686130515,2.4745157819053705,-13.40361180400094,-12.562748203244468
y1_d005_JJS_YJD,16,1,False,False,588541,587386.0,589597.0,589531,589531.8488419815,13.05823581031424,11.09591738817069,65.15115801850334,167.8643254678534,2.0279304502655577,-0.051673288905811764,3.359006388295608,3.6550620046007873,-13.786452864525247,-6.34734726636435
y1_d005_JJS_YJD,23,1,False,False,899324,897971.0,900347.0,900248,900248.4729144254,28.78517924071093,26.363908428906868,98.52708557457663,156.3267510594784,2.4947190033440165,-0.09616558974641162,3.6225954483312406,3.9746552231947128,-25.38633399261639,-8.864771040893068
y1_d005_JJS_YJD,51,1,False,False,1805603,1805108.0,1806329.0,1806263,1806263.1260224134,17.185352098904453,15.055786073493472,65.873977586627,175.26747876423048,3.3105544963959233,-0.3330387297470332,3.93173320952858,4.19498461521569,-4.070432721803278,-7.346395969816768
y1_d005_JJS_YJD,64,2,False,False,2254173,2253810.0,2255064.0,2255031,2255031.173586801,11.784269314552718,11.121161100259044,32.82641319883987,133.8237377254212,2.677636080502083,-0.42716430692766943,2.444636260814499,2.607505991795429,-46.307065133028495,-12.04857545811983
y1_d005_JJS_YJD,119,1,False,False,4178669,4178339.0,4179692.0,4179593,4179593.246457776,16.69556338350802,13.977094678793389,98.75354222394526,-156.0525902907907,2.612136649698215,-0.9318777067937959,2.882584903299594,1.4344122713913123,30.142783845677684,-12.811007311800248
y1_d005_JJS_YJD,152,1,False,False,5731419,5729934.0,5732640.0,5732475,5732475.8705934165,22.137589283144735,18.15927773612124,164.12940658349544,142.8631248270459,2.3160717018549235,-0.5152852775644079,2.635536872391635,2.602482971385583,-34.09236783991759,-13.343164731048807
y1_d005_JJS_YJD,153,1,False,False,5771448,5769798.0,5772141.0,5772075,5772075.034051203,34.10149997405381,32.37466962238312,65.96594879683107,96.35745840460993,3.907168560722937,0.5719556321573264,4.275893645029972,4.0820647983815075,-86.90350184197393,-8.314312429280807
y1_d005_JJS_YJD,160,2,False,False,6100954,6100525.0,6101878.0,6101746,6101746.120381771,7.9838147704180455,4.288600405687792,131.8796182293445,133.71819570639366,2.7482942744669856,0.45062652257601005,5.354194540307436,5.1843371560270635,-51.22746576785874,-6.442695311886393
y1_d005_JJS_YJD,193,1,False,False,7265690,7264832.0,7266317.0,7266119,7266119.70928915,28.20488486966815,23.41930366001172,197.29071084968746,119.99993202996137,5.760684575947067,0.8331598634542496,4.850668184246936,3.527472212284099,-67.58277089095485,-8.88849900357014
y1_d006_JJS_YJD,65,1,False,False,2115103,2113253.0,2115903.0,2115803,2115803.634464417,34.62404203074869,32.34348621333278,99.36553558288142,-135.41321470399308,4.13198984592114,0.59691304898016,5.9016885532447425,5.33889591830732,47.117566810051464,-7.930297292380377
y1_d006_JJS_YJD,109,1,False,False,3557803,3555403.0,3558503.0,3558453,3558453.066596676,33.34670660039688,32.3014840705303,49.93340332387015,-161.73535166062712,6.325769586442249,-0.5059638170822863,4.322065223993704,4.647644152265734,20.15650711890124,-9.76485172968581
y1_d006_JJS_YJD,136,2,True,False,4408103,4407553.0,4408953.0,4408853,4408853.80886738,0.6158399470135008,-2.1990336010206444,99.191132619977,133.0587711598273,2.8806539236913125,0.892733870871099,7.912955899424034,3.990759885807058,-54.354245987054725,-7.17704658278233
y1_d006_JJS_YJD,150,1,False,False,4862703,4861953.0,4863503.0,4863353,4863353.911524091,20.082210110897616,15.708092079138067,149.08847590908408,152.8596080989596,3.6713299332321867,0.6623633712137308,7.421355659599654,6.096182280642945,-31.080730831011543,-5.377089833761344
y1_d006_JJS_YJD,202,1,False,False,6490253,6489153.0,6491253.0,6491153,6491153.561791209,16.750160573573744,13.82648093440066,99.43820879142731,149.91199538488968,2.679455712215912,0.9460546736785633,4.595955583721235,1.8873078963345262,-33.755589741347265,-9.255658798644959
y1_d006_JJS_YJD,208,1,True,False,6779653,6778753.0,6780253.0,6780153,6780153.187053074,5.433478697823982,2.980594281848918,99.81294692587107,146.48689912919264,5.348974577083453,0.3319995280286706,4.638475633562193,5.153603155214191,-35.040139761019994,-4.404850481240054
y1_d006_JJS_YJD,230,1,False,False,7666703,7665353.0,7667703.0,7667603,7667603.792824633,7.614419890289702,4.6133745502867765,99.20717536658049,168.16280492155005,2.7192644478173804,0.5513940316738186,5.149693876844308,4.69701822244677,-15.728101336746242,-6.382799274310376
y1_d006_JJS_YJD,236,1,False,False,7806303,7804753.0,7807203.0,7807053,7807053.745270161,25.88026514827729,22.651597827677488,149.25472983904183,89.38094026117182,2.6712669810002296,0.20677583766059057,4.755814504532751,5.046570414984754,-92.47974566804142,-8.500585889585597
y1_d006_JJS_YJD,248,1,False,False,8247803,8246853.0,8248403.0,8248253,8248253.278722023,36.45304001656959,32.88527142907792,149.72127797733992,96.75245698734432,7.3135370498413295,0.8686432178088409,7.63930686674379,4.842734998087001,-92.33572454916332,1.8123117270128115
y1_d006_JJS_YJD,291,2,False,False,9632253,9631653.0,9633103.0,9633003,9633003.267213965,7.923744874437001,5.197161908834397,99.73278603516519,135.13574746792392,3.7409982516732896,0.7028186855063572,5.785625319370994,4.664963417528355,-47.59002488476558,-7.1822013897509285
y1_d007_JJS_YJD,74,1,False,False,2390759,2389709.0,2391509.0,2391359,2391359.3219580767,13.193877926096153,8.834802033970467,149.6780419233255,104.4204866317533,3.6865657689779994,0.28584252518450143,5.146808927197189,5.471771315797708,-77.96361728162131,-4.471890135148521
y1_d007_JJS_YJD,154,1,True,False,5103759,5102209.0,5104959.0,5104909,5104909.21185767,1.632685808640306,0.1967855949956044,49.788142330013216,169.755705032356,2.4991296009036716,-0.4978202462720887,2.092840290529699,2.186277089471441,-10.786886173677194,-11.46739405520782
y1_d007_JJS_YJD,171,1,False,False,5758909,5757459.0,5759959.0,5759909,5759909.06736729,18.748275274895153,17.16056011837335,49.93263270985335,127.24545621452887,2.3367145297597176,0.49790254152445296,4.6996929524776805,4.421042171653669,-60.226495535692656,-9.163504068757728
y1_d007_JJS_YJD,213,1,False,False,7162359,7161109.0,7163459.0,7163409,7163409.270807886,18.421101062863208,17.019916579595346,49.729192114435136,145.57144220197085,2.613068033108135,0.49053097951363767,3.6844717453406477,3.5973126483660174,-36.98940316316175,-9.675037635783088
y1_d007_JJS_YJD,224,1,False,False,7686159,7684809.0,7687559.0,7687459,7687459.443705787,18.552471119889205,15.864857652527125,99.55629421304911,167.3342496903673,2.3931422496966377,0.17104277170053162,5.167505969912289,5.444033268398362,-14.809810361932152,-10.616037605381706
y1_d007_JJS_YJD,235,1,False,False,7949159,7947859.0,7949759.0,7949659,7949659.557405521,22.137348172189203,19.4490405050055,99.44259447883815,-158.8056548014168,7.8326706998566635,-0.35577460760068075,4.18757935188138,5.0426178726087665,23.294810883699558,-7.679064771601693
y1_d007_JJS_YJD,278,1,False,False,9420309,9419259.0,9420959.0,9420859,9420859.344492335,9.56946493396921,6.186757849104974,99.65550766512752,-172.67756601619274,4.861100754278851,0.30963636195207367,5.607418690856868,6.037405731732015,4.296868131892695,-4.581714225314129
y1_d007_JJS_YJD,290,1,False,False,9920759,9920259.0,9921809.0,9921759,9921759.070212323,7.757463536500278,6.189303433517235,49.929787676781416,-161.8902091655881,3.279888550767396,-0.08295656617469223,4.166788724809031,4.63494314776369,16.001087250915738,-13.172463846404954
y1_d008_JJS_YJD,9,1,False,False,158908,157958.0,159458.0,159258,159258.63420281545,23.589129274979094,18.481082032239232,199.36579718455323,136.78026680164157,7.35494480655052,0.743668505132482,4.2330309302374705,3.9015548556806823,-45.92459758528177,-9.59385861932903
y1_d008_JJS_YJD,21,1,False,False,568808,566108.0,569558.0,569358,569358.9426912765,16.492348683105998,12.004266759282924,199.05730872345157,-168.502909971064,8.92124873487171,0.04052176929614354,5.144475222328297,6.404357265984236,12.263515679975432,-8.990566891935234
y1_d008_JJS_YJD,40,2,False,False,1204408,1203958.0,1205308.0,1205258,1205258.217897757,10.682671278997379,9.334585106913122,49.78210224304348,136.26178363042368,2.583625729929736,0.880400291430668,2.1627579608656764,1.4101296197888404,-46.251190956190314,-13.039641958899768
y1_d008_JJS_YJD,90,1,False,False,2701208,2699658.0,2702408.0,2702308,2702308.957586122,12.6926756666619,9.738908764395582,99.04241387778893,171.33768294154294,2.8288627967696414,0.30626938101828943,2.5465464794739754,2.8433079351302415,-12.106132057905544,-11.928386610770081
y1_d008_JJS_YJD,112,1,False,False,3498758,3497458.0,3499758.0,3499708,3499708.2679829253,15.179363086740425,13.759659343578534,49.73201707471162,142.45945176217754,3.0626653887512134,-0.12942735109553327,4.035468526443113,4.452753911519107,-39.09986284507928,-8.894252075338699
y1_d008_JJS_YJD,121,1,False,False,3814158,3812408.0,3814808.0,3814758,3814758.3792197276,3.791352639213111,2.422899163527087,49.62078027240932,96.72367770469151,3.2578513598175505,0.9066360267847715,2.262288640316496,1.4389822440302213,-83.36992435847795,-8.971566905860264
y1_d008_JJS_YJD,141,1,False,False,4533908,4532808.0,4535058.0,4534958,4534958.7938790545,18.655372673058576,15.914920812635131,99.20612094551325,147.78063815009978,2.8891597190454092,-0.19203407840338674,5.965440923048772,6.278051584158593,-33.61725708607166,-7.105398386313958
y1_d008_JJS_YJD,221,1,False,False,7317908,7316908.0,7319108.0,7318958,7318958.967255042,16.100378372007967,11.982417159744264,149.03274495806545,132.75511895457208,2.809918759109621,0.6743869987396931,9.216305607407383,7.216201721819867,-51.55802210571677,-8.25857527244991
y1_d008_MCJ_RZQ,291,1,False,False,10985293,10984443.0,10986543.0,10986443,10986443.849991702,17.003360599865815,14.33368862854578,99.15000829845667,140.7736308286237,1.488430415325496,-0.18948696197021078,6.11396999029281,6.223330712398063,-41.105507000957154,-10.561460667884573
y1_d009_GEA_YJD,3,1,False,False,78141,76291.0,79241.0,79191,79191.06648864884,19.2101938099012,17.9605100199297,49.93351135116245,172.16270290556406,2.730892558341651,0.441517461988804,1.586069878575523,1.8289726491622205,-10.163260497857227,-10.283166660291823
y1_d009_GEA_YJD,9,1,False,False,172641,171891.0,173391.0,173391,,,33.232107305249905,,141.84352517137597,4.018392411672039,0.9784430150586675,17.305676458071705,4.164460088335065,,
y1_d009_GEA_YJD,10,1,False,False,235641,233941.0,236391.0,236241,236241.04181545522,29.92238714548208,26.900178211758742,149.95818454478285,-167.57762954219143,12.926995812660437,-0.49774438271736865,4.4674709806122115,5.689813238017698,18.08212786658558,-18.5025473664744
y1_d009_GEA_YJD,40,1,False,False,1239091,1237991.0,1240141.0,1239991,1239991.4278732182,27.73798893422073,24.395323150083517,149.57212678180076,108.94650040022304,3.6014965284382754,0.8410269148425892,8.090907346294747,4.905720080752449,-77.33682985781067,-12.41228609133498
y1_d009_GEA_YJD,85,1,False,False,2735091,2734191.0,2735791.0,2735641,2735641.5505349496,13.086397297481945,8.659156709523723,149.44946505036205,-148.7065194729542,4.187412507427865,0.3396264118065611,4.355542814931509,4.710210144335222,24.779237032865517,-5.1441958667745125
y1_d009_GEA_YJD,158,1,False,False,5747758,5746658.0,5748608.0,5748458,5748458.140262675,32.85792261464787,29.85560171440603,149.85973732545972,95.67603937396575,4.094035046169068,0.4836697729245433,7.42347751740537,7.091415777825127,-88.563687832783,-5.601354422540926
y1_d009_GEA_YJD,169,1,False,False,6203758,6202958.0,6204808.0,6204708,6204708.084394097,12.953394095658703,10.238479705303888,99.91560590267181,150.45815505589383,2.7463627507620174,-0.9992334861881403,6.309836020201532,0.6565136114364094,-28.123571004604297,-9.238319454892178
y1_d009_GEA_YJD,175,1,False,False,6364358,6363708.0,6365108.0,6364958,6364958.470766719,16.239301943422873,12.051996467013025,149.52923328056931,95.85291689805996,4.114798284177681,-0.17875572312219634,5.797510102492782,6.3031129729197275,-83.08740630423982,-4.908620659226618
y1_d009_GEA_YJD,235,1,True,False,8581908,8581408.0,8582408.0,8582308,8582308.709053943,4.779544954407799,1.521338017514233,99.29094605706632,165.41895285550277,6.287407829932903,0.6691069286743219,0.6728165335886547,1.433639837157493,-16.14809684804238,-12.882279640844343
y1_d009_GEA_YJD,236,1,False,False,8630208,8629358.0,8631058.0,8630958,8630958.559938412,15.07484057024355,12.463744745697946,99.44006158784032,-153.2945543449662,3.377143304961322,0.1255844921413024,2.8348876643409016,3.3113707168457482,22.37763765141715,-7.13890211714185
y1_d009_GEA_YJD,238,1,False,False,8703008,8702308.0,8703908.0,8703808,8703808.203731712,10.042503976915036,7.0147091791962914,99.79626828804612,146.3687146383437,3.0738964063515084,-0.3170069834286467,5.929980618833926,6.074656757933001,-33.8538553116428,-4.668350088030058
y1_d009_GEA_YJD,243,1,False,False,8913658,8912908.0,8914558.0,8914458,8914458.01092243,16.09319140193885,13.335395274866604,99.98907756991684,115.73872255649547,3.9916486395372317,-0.2821916203876328,4.717959350797172,5.110580418903623,-63.653171219106916,-6.943237105366387
y1_d009_GEA_YJD,247,1,False,False,9134508,9133758.0,9135008.0,9134808,9134808.302380648,17.84807283292059,12.037783620711169,199.6976193524897,-165.65918499178028,14.117949326884485,-0.1349903824354215,3.8341954365609623,5.770463902165626,19.125647330321492,0.5930109271241258
y1_d010_DYE_RZQ,164,1,False,False,10206625,10204475.0,10207325.0,10207225,10207225.783532895,39.203996647693245,36.889687841615455,99.2164671048522,-169.91322335833678,5.924293858417116,0.06908043759262576,3.736376066139139,4.590281257530281,8.948834215817106,-8.048563429328029
y1_d010_DYE_RZQ,192,2,False,False,11204775,11203975.0,11205675.0,11205625,11205625.319930961,12.607103049910656,11.32311079696593,49.68006903864443,139.52802283242505,2.6961048812212596,0.2621672678635238,3.5112811027858344,3.787010817977764,-42.91940217065495,-8.476383834986386
