game_str,play_id,throw_ts,player_position,thrower_id,trans_ms,ball_rel_x_adj,ball_rel_y_adj,ball_rel_z_adj,throw_mph
y1_d004_CGA_QEA,215,8107891,6,CGA-2010,1353,-92.16777596560051,149.84817143527235,6.06744,59.816554382307714
y1_d004_CGA_QEA,216,8143498,2,CGA-2223,759,-0.11629290556341246,0.2044514193143625,6.09147,76.70589193026227
y1_d004_CGA_QEA,234,9000212,5,QEA-0180,990,-51.66886491326954,93.64193402836257,4.39344,60.831095653806244
y1_d004_CGA_QEA,234,9001334,4,QEA-0365,396,2.3508689665295845,125.05920351736647,4.90188,57.09183493839747
y1_d004_CGA_QEA,236,9734066,9,QEA-0249,2442,186.83727595706154,252.20774190158667,8.85039,55.93866299876022
y1_d004_CGA_QEA,241,9858576,6,QEA-0027,363,-15.5835,133.9791,0.0033,28.21901059305595
y1_d004_CGA_QEA,241,9859863,4,QEA-0365,825,3.51615,125.9787,0.449118,70.45031578566825
y1_d004_CGA_QEA,302,12240518,9,CGA-1929,5544,195.4101,226.8399,6.40611,67.86792840281473
y1_d004_CGA_QEA,307,12378920,4,CGA-1458,858,66.80551577996934,155.84005126758902,4.64649,65.69709282842945
y1_d005_JJS_YJD,8,205608,6,YJD-0066,1023,-16.07253,158.2683,5.13993,70.33016611245759
y1_d005_JJS_YJD,10,272962,4,YJD-0345,660,32.50511064100854,136.65059183481205,3.46053,55.06917511353644
y1_d005_JJS_YJD,10,273919,6,YJD-0066,528,-0.9843397413121915,130.29954385933868,3.37545,73.02888821852407
y1_d005_JJS_YJD,11,313486,5,YJD-0025,726,-73.131,84.9594,5.77698,75.79840312290808
y1_d005_JJS_YJD,16,588541,5,JJS-1938,1155,-60.7443,90.3867,4.50498,88.28609577045981
y1_d005_JJS_YJD,23,899324,5,YJD-0025,1353,-30.9426,105.1062,4.49946,75.62037562950266
y1_d005_JJS_YJD,46,1694426,4,YJD-0345,1188,25.1579283134344,141.05680256612712,4.47954,65.80594184253842
y1_d005_JJS_YJD,46,1696901,3,YJD-0223,1551,58.8492,66.996,7.00134,43.512089790274366
y1_d005_JJS_YJD,46,1698848,4,YJD-0345,693,18.479670461146952,127.11629057639402,4.6998,23.6108468960623
y1_d005_JJS_YJD,46,1701059,6,YJD-0066,1518,-10.9108343535811,112.23165456372482,5.0202,46.95091208367526
y1_d005_JJS_YJD,46,1703270,5,YJD-0025,1452,-40.639376167190385,76.60727677288034,5.51433,43.43113308173956
y1_d005_JJS_YJD,50,1773593,5,YJD-0025,1122,-43.14650635018047,78.70864688035854,5.37009,77.03521355239629
y1_d005_JJS_YJD,50,1775936,3,YJD-0223,1353,60.2289,69.8994,6.88695,34.82704426138001
y1_d005_JJS_YJD,50,1778378,4,YJD-0345,1452,43.35099404559219,113.58631692539916,4.19256,57.86144582814144
y1_d005_JJS_YJD,50,1780028,6,YJD-0066,990,-11.153028530385173,106.7929229607953,4.9356,40.31991802606982
y1_d005_JJS_YJD,50,1781150,5,YJD-0025,528,-9.86082,73.2711,3.43377,12.931351387899232
y1_d005_JJS_YJD,51,1805603,5,YJD-0025,495,-8.2046161285768,69.58775940790804,4.17003,67.9542473795187
y1_d005_JJS_YJD,59,2123658,8,JJS-1625,1617,-75.83605134700245,317.653217683216,5.1348,67.7978579146427
y1_d005_JJS_YJD,59,2127981,6,JJS-2335,2409,-7.13919,154.2456,7.24515,26.01911522932507
y1_d005_JJS_YJD,59,2131281,4,JJS-2187,1881,-1.245411,112.8228,6.89118,28.568840092691115
y1_d005_JJS_YJD,64,2253051,5,JJS-1938,561,-65.37262362653247,80.10358382734898,4.78803,80.35274034865958
y1_d005_JJS_YJD,64,2254173,4,JJS-2187,363,0.16571730000000007,129.7755,4.28706,78.76761453667059
y1_d005_JJS_YJD,67,2439204,2,YJD-0020,2310,6.436066987649577,-3.2171501077833806,5.37555,71.51789082216892
y1_d005_JJS_YJD,67,2442306,3,YJD-0223,2178,66.363,62.6133,7.18761,33.75916916488548
y1_d005_JJS_YJD,67,2445177,4,YJD-0345,1617,60.58470973469984,115.0104899073486,5.16978,66.1885850811806
y1_d005_JJS_YJD,71,2510286,5,YJD-0025,891,-37.45846681102816,107.94367355310226,5.33883,41.40730491891077
y1_d005_JJS_YJD,71,2511606,6,YJD-0066,792,-28.39281773066083,138.6334933681819,4.53732,55.609436425868104
y1_d005_JJS_YJD,71,2513058,4,YJD-0345,726,22.82084253730389,139.52152583753013,5.21286,56.208698810013
y1_d005_JJS_YJD,71,2514972,5,YJD-0025,1089,-22.184250934390867,93.33052531221679,3.29376,21.948279422800116
y1_d005_JJS_YJD,73,2585856,8,YJD-0193,1386,-34.70893268755691,272.35083279376107,6.3432,60.35050145156505
y1_d005_JJS_YJD,73,2588694,6,YJD-0066,1419,2.9881808144332056,160.89822184921107,6.65514,27.690195053416364
y1_d005_JJS_YJD,73,2590971,4,YJD-0345,1419,2.255364,122.742,6.94599,30.651369102369443
y1_d005_JJS_YJD,80,2870053,8,JJS-1625,2112,-46.71711507720564,213.6906383911266,5.76588,48.30361663972841
y1_d005_JJS_YJD,80,2873947,6,JJS-2335,2904,-9.90735,151.71,7.25988,22.084188331298165
y1_d005_JJS_YJD,80,2877214,4,JJS-2187,2244,0.82572790893144,121.33893690637815,7.15908,29.563284315683767
y1_d005_JJS_YJD,99,3536851,7,JJS-2238,1089,-206.44849791918188,213.47146494121503,7.29966,85.20196316673677
y1_d005_JJS_YJD,99,3543715,4,JJS-2187,4521,-2.358606,115.9011,7.3245,33.695101782566624
y1_d005_JJS_YJD,103,3664693,9,YJD-0281,1089,160.0515852503632,161.6811801370581,6.48942,85.0254913203156
y1_d005_JJS_YJD,103,3673603,6,YJD-0066,7227,-10.993230731732124,74.09840112290212,6.39561,33.67762143449931
y1_d005_JJS_YJD,119,4178669,5,JJS-1938,330,-21.37533,25.8822,4.24389,67.38184097074256
y1_d005_JJS_YJD,122,4308260,8,JJS-1625,1221,-40.4175776601821,363.99155557398444,6.33681,73.09703191983101
y1_d005_JJS_YJD,125,4438082,8,JJS-1625,1485,-96.8271,304.41,4.57392,82.06070855740641
y1_d005_JJS_YJD,130,4608659,9,JJS-2128,1188,150.5565,223.5216,5.05812,88.50462192261625
y1_d005_JJS_YJD,137,5132634,9,JJS-2128,1056,168.20928879054412,177.85858745644407,3.34971,75.10698558179267
y1_d005_JJS_YJD,140,5260872,5,JJS-1938,561,-58.996339396798255,81.80263545997754,3.55881,69.78124664181028
y1_d005_JJS_YJD,140,5262291,4,JJS-2187,594,-0.858066,128.313,2.536107,
y1_d005_JJS_YJD,152,5731419,6,YJD-0066,1485,-27.675256606835696,132.7936162762793,4.63281,91.40335280350003
y1_d005_JJS_YJD,153,5771448,4,YJD-0345,1650,57.19539449781624,121.48262426550727,3.97503,56.71214471250094
y1_d005_JJS_YJD,160,6100228,4,JJS-2187,825,11.6484,137.208,3.2706,30.283548420168326
y1_d005_JJS_YJD,160,6100954,6,JJS-2335,429,3.62748,126.3996,4.16838,73.92988111386046
y1_d005_JJS_YJD,169,6394291,6,YJD-0066,660,-44.96673695089721,128.22173468252964,3.50403,50.56765840917617
y1_d005_JJS_YJD,170,6576946,9,YJD-0281,1056,128.1696,211.2663,3.96657,61.81590463840187
y1_d005_JJS_YJD,193,7265690,3,YJD-0223,858,50.4189895788075,86.53952451342168,2.667558,28.023611677150765
y1_d006_JJS_YJD,25,787003,8,JJS-1890,1150,51.157973967861146,259.3388568199972,5.46783,68.46796412254575
y1_d006_JJS_YJD,41,1322653,8,YJD-0338,1150,-22.12038,256.8042,6.36234,58.61045053228148
y1_d006_JJS_YJD,50,1573903,9,JJS-2128,1300,96.58202294297249,343.72241309162314,4.16307,84.71946675801436
y1_d006_JJS_YJD,51,1618103,8,JJS-1890,1250,34.7994,255.501,5.31954,64.16603662489443
y1_d006_JJS_YJD,58,1823453,9,YJD-0327,1300,196.8636,196.7319,4.29582,89.53047578926376
y1_d006_JJS_YJD,65,2115103,2,YJD-0007,1850,8.52571446220995,9.314999582064823,5.59062,57.85085489183882
y1_d006_JJS_YJD,74,2342153,8,YJD-0338,1050,-20.080635726904482,238.4394406665702,5.87064,90.91118630794108
y1_d006_JJS_YJD,74,2345053,6,YJD-0066,2000,-26.05557,125.3679,1.005204,77.41753170017351
y1_d006_JJS_YJD,89,2872303,7,JJS-2238,1600,-89.3817,192.5208,6.48213,48.34357682278482
y1_d006_JJS_YJD,106,3453203,8,YJD-0338,750,-79.97039078825055,370.1251930033261,4.23498,79.27512381918149
y1_d006_JJS_YJD,109,3557803,1,YJD-0362,2400,7.09860262113858,44.979414631944515,6.60051,55.2562877640445
y1_d006_JJS_YJD,132,4310253,8,JJS-1890,1400,-18.544874814806562,257.3671717052536,6.72237,54.7844513917581
y1_d006_JJS_YJD,136,4406953,4,JJS-2187,600,44.50231944027685,129.48221549389297,4.1445,54.28347756231675
y1_d006_JJS_YJD,136,4408103,6,JJS-2335,550,3.9714301466612274,127.49526251730124,4.39764,70.48273334393477
y1_d006_JJS_YJD,150,4862703,6,YJD-0066,750,-10.622011040981592,101.70787667808298,5.35458,76.49811875447563
y1_d006_JJS_YJD,163,5335353,7,YJD-0185,1100,-176.7102,165.1938,4.85868,89.82702063086928
y1_d006_JJS_YJD,170,5517803,7,JJS-2238,2050,-85.6041,177.7674,6.33078,39.94698814771734
y1_d006_JJS_YJD,202,6490253,5,JJS-1938,1100,-33.138964288509015,119.71373664310272,5.23452,80.89041923907506
y1_d006_JJS_YJD,208,6779653,6,JJS-2335,900,9.503776638821247,99.48978859933169,6.07938,76.85219768545346
y1_d006_JJS_YJD,230,7666703,5,YJD-0172,1350,-52.68477253748536,88.0203328936032,5.64498,86.25014320744516
y1_d006_JJS_YJD,236,7806303,4,JJS-2187,1550,64.41502187579545,135.36773764610706,3.34674,60.0474259590577
y1_d006_JJS_YJD,248,8247803,3,YJD-0223,950,61.071,85.3374,2.804163,28.912420447376388
y1_d006_JJS_YJD,291,9631053,6,YJD-0066,500,-24.760912351396307,136.80626721258352,2.212899,31.594669907910525
y1_d006_JJS_YJD,291,9632253,4,YJD-0025,600,1.8140094618046954,125.17372119502552,5.70351,75.7259518104537
y1_d006_MCJ_RZQ,314,11492644,5,RZQ-0214,2046,-95.87409886150125,173.8818160919785,1.275801,10.484574625654455
y1_d006_MCJ_RZQ,314,11494624,7,RZQ-0333,1254,-93.0765,165.1593,5.62032,43.76697000049429
y1_d006_MCJ_RZQ,322,11681107,7,RZQ-0333,792,-79.2336,304.71,-0.5958,13.84217347605602
y1_d006_MCJ_RZQ,322,11682658,7,RZQ-0333,858,-70.9563,316.764,5.01624,67.20166368363314
y1_d006_MCJ_RZQ,322,11685034,6,RZQ-0258,924,-42.58728563811152,182.4370789976704,5.57742,84.37785537572131
y1_d007_JJS_YJD,20,615259,7,JJS-2238,1300,-146.13834061323715,310.996565066936,1.898646,67.93641416136084
y1_d007_JJS_YJD,22,688059,7,JJS-2238,2800,-62.92790052319478,168.40436173797136,8.04735,46.369566914657796
y1_d007_JJS_YJD,38,1229259,9,YJD-0185,900,152.717439246001,307.19876094052233,6.89547,81.26464626499501
y1_d007_JJS_YJD,38,1232009,4,YJD-0066,1200,51.12865870264989,180.64346759951198,4.72167,43.82572957156435
y1_d007_JJS_YJD,50,1566809,9,YJD-0185,1150,127.7574,211.3443,3.73152,88.7791535188334
y1_d007_JJS_YJD,63,2002259,8,JJS-1890,2200,99.7872,292.2333,-0.582165,74.35066205121943
y1_d007_JJS_YJD,74,2390759,4,JJS-1110,1050,46.53938567593896,130.14376775104074,4.42434,68.96563663492627
y1_d007_JJS_YJD,80,2550909,9,JJS-2128,1400,126.0366,163.1502,1.821417,28.869829661527547
y1_d007_JJS_YJD,84,2752459,9,JJS-2128,1500,175.66701303031394,185.9672796883983,0.571614,64.61821600786662
y1_d007_JJS_YJD,96,3131159,9,YJD-0185,2000,175.6132415554384,192.88877364719858,5.81874,85.38295545604365
y1_d007_JJS_YJD,130,4319309,8,JJS-1890,1750,-35.0934,288.6393,4.60317,60.44893625876477
y1_d007_JJS_YJD,131,4358959,8,JJS-1890,800,57.3441,257.1552,5.50215,80.2553867957788
y1_d007_JJS_YJD,133,4432059,4,JJS-1110,550,65.48929907684554,126.67693505764014,4.13544,67.0415183712209
y1_d007_JJS_YJD,138,4582259,7,JJS-2238,1700,-164.6937,151.6947,6.24846,43.52621792324554
y1_d007_JJS_YJD,143,4735709,7,YJD-0327,1200,-154.4454,170.5278,6.08793,55.56294120601738
y1_d007_JJS_YJD,154,5103759,5,YJD-0025,1550,-69.1972310075444,87.64722533651587,5.8917,77.95321570295407
y1_d007_JJS_YJD,158,5212459,2,YJD-0020,650,1.2373370305660967,-2.4104194850451655,5.9511,81.97173842288765
y1_d007_JJS_YJD,171,5758909,6,JJS-2187,1450,-1.746486921529102,149.64174991763625,4.4085,76.16345475762341
y1_d007_JJS_YJD,179,6124009,9,JJS-2128,1400,87.19321810212847,310.2715295173066,5.85294,78.411969785041
