game_str,play_id,safe,advanced
y1_d010_DYE_RZQ,164,False,False
y1_d010_DYE_RZQ,188,True,False
y1_d010_DYE_RZQ,192,False,False
y1_d010_DYE_RZQ,214,True,False
y1_d010_DYE_RZQ,236,False,False
y1_d010_DYE_RZQ,267,False,False
y1_d010_DYE_RZQ,289,False,False
y1_d010_DYE_RZQ,310,False,False
y1_d010_DYE_RZQ,313,False,False
y1_d010_GEA_YJD,7,False,False
y1_d010_GEA_YJD,17,False,False
y1_d010_GEA_YJD,29,True,False
y1_d010_GEA_YJD,36,False,False
y1_d010_GEA_YJD,54,False,False
y1_d010_GEA_YJD,65,True,False
y1_d010_GEA_YJD,73,True,False
y1_d010_GEA_YJD,90,False,False
y1_d010_GEA_YJD,93,False,False
y1_d010_GEA_YJD,149,False,False
y1_d010_GEA_YJD,157,False,False
y1_d010_GEA_YJD,181,False,False
y1_d011_DYE_RZQ,17,True,False
y1_d011_DYE_RZQ,43,False,False
y1_d011_DYE_RZQ,71,False,False
y1_d011_DYE_RZQ,91,False,False
y1_d011_DYE_RZQ,102,False,False
y1_d011_DYE_RZQ,138,False,False
y1_d011_DYE_RZQ,151,False,False
y1_d011_DYE_RZQ,157,False,False
y1_d011_DYE_RZQ,168,False,False
y1_d011_DYE_RZQ,199,False,False
y1_d011_DYE_RZQ,261,False,False
y1_d011_DYE_RZQ,263,False,False
y1_d011_GEA_YJD,6,False,False
y1_d011_GEA_YJD,9,False,False
y1_d011_GEA_YJD,12,False,False
y1_d011_GEA_YJD,37,False,False
y1_d011_GEA_YJD,68,False,False
y1_d011_GEA_YJD,90,False,False
y1_d011_GEA_YJD,93,True,False
y1_d011_GEA_YJD,102,False,False
y1_d011_GEA_YJD,104,False,False
y1_d011_GEA_YJD,136,False,False
y1_d011_GEA_YJD,142,False,False
y1_d011_GEA_YJD,174,False,False
y1_d011_GEA_YJD,212,False,False
y1_d011_GEA_YJD,226,False,False
y1_d013_IXC_QEA,17,False,False
y1_d013_IXC_QEA,21,False,False
y1_d013_IXC_QEA,26,False,False
y1_d013_IXC_QEA,46,False,False
y1_d013_IXC_QEA,58,False,False
y1_d013_IXC_QEA,62,False,False
y1_d013_IXC_QEA,69,False,False
y1_d013_IXC_QEA,87,False,False
y1_d013_IXC_QEA,89,False,False
y1_d013_IXC_QEA,92,False,False
y1_d013_IXC_QEA,96,False,False
y1_d013_IXC_QEA,158,False,False
y1_d013_IXC_QEA,164,False,False
y1_d013_IXC_QEA,185,True,False
y1_d013_IXC_QEA,201,False,False
y1_d013_IXC_QEA,229,False,False
y1_d013_IXC_QEA,239,False,False
y1_d013_IXC_QEA,252,False,False
y1_d014_IXC_QEA,8,False,False
y1_d014_IXC_QEA,32,False,False
y1_d014_IXC_QEA,46,False,False
y1_d014_IXC_QEA,54,False,False
y1_d014_IXC_QEA,55,False,False
y1_d014_IXC_QEA,111,False,False
y1_d014_IXC_QEA,131,False,False
y1_d014_IXC_QEA,154,False,False
y1_d014_IXC_QEA,165,False,False
y1_d014_IXC_QEA,192,False,False
y1_d014_IXC_QEA,246,False,False
y1_d014_IXC_QEA,249,False,False
y1_d014_IXC_QEA,265,False,False
y1_d014_IXC_QEA,293,True,False
y1_d014_IXC_QEA,297,False,False
y1_d014_IXC_QEA,300,False,False
y1_d014_IXC_QEA,303,False,False
y1_d014_IXC_QEA,305,False,False
y1_d015_IXC_QEA,7,False,False
y1_d015_IXC_QEA,17,False,False
y1_d015_IXC_QEA,18,False,False
y1_d015_IXC_QEA,49,False,False
y1_d015_IXC_QEA,63,False,False
y1_d015_IXC_QEA,68,True,False
y1_d015_IXC_QEA,90,False,False
y1_d015_IXC_QEA,93,False,False
y1_d015_IXC_QEA,96,False,False
y1_d015_IXC_QEA,108,False,False
y1_d015_IXC_QEA,117,False,False
y1_d015_IXC_QEA,129,True,False
y1_d015_IXC_QEA,138,False,False
y1_d015_IXC_QEA,148,False,False
y1_d015_IXC_QEA,153,False,False
y1_d015_IXC_QEA,156,False,False
y1_d015_IXC_QEA,178,False,False
y1_d015_IXC_QEA,189,False,False
y1_d015_IXC_QEA,207,False,False
y1_d015_IXC_QEA,214,False,False
y1_d015_IXC_QEA,272,False,False
y1_d016_OXG_QEA,24,True,False
y1_d016_OXG_QEA,69,True,False
y1_d016_OXG_QEA,96,False,False
y1_d016_OXG_QEA,154,False,False
y1_d016_OXG_QEA,161,False,False
y1_d016_OXG_QEA,178,False,False
y1_d016_OXG_QEA,189,False,False
y1_d016_OXG_QEA,202,True,False
y1_d016_OXG_QEA,215,False,False
y1_d016_OXG_QEA,225,False,False
y1_d016_OXG_QEA,231,False,False
y1_d016_OXG_QEA,238,False,False
y1_d016_OXG_QEA,248,False,False
y1_d016_OXG_QEA,256,True,False
y1_d016_OXG_QEA,266,False,False
y1_d016_OXG_QEA,284,False,False
y1_d016_OXG_QEA,296,False,False
y1_d016_OXG_QEA,309,False,False
y1_d017_OXG_QEA,5,False,False
y1_d017_OXG_QEA,17,False,False
y1_d017_OXG_QEA,44,False,False
y1_d017_OXG_QEA,64,False,False
y1_d017_OXG_QEA,70,False,False
y1_d017_OXG_QEA,79,False,False
y1_d017_OXG_QEA,109,False,False
y1_d017_OXG_QEA,115,False,False
y1_d017_OXG_QEA,122,False,False
y1_d017_OXG_QEA,131,False,False
y1_d017_OXG_QEA,147,False,False
y1_d017_OXG_QEA,165,False,False
y1_d017_OXG_QEA,174,False,False
y1_d017_OXG_QEA,255,False,False
y1_d017_OXG_QEA,259,False,False
y1_d017_OXG_QEA,274,False,False
y1_d018_OXG_QEA,4,False,False
y1_d018_OXG_QEA,8,False,False
y1_d018_OXG_QEA,15,True,False
y1_d018_OXG_QEA,39,False,False
y1_d018_OXG_QEA,73,False,False
y1_d018_OXG_QEA,83,False,False
y1_d018_OXG_QEA,134,True,False
y1_d018_OXG_QEA,139,False,False
y1_d018_OXG_QEA,154,False,False
y1_d018_OXG_QEA,160,False,False
y1_d018_OXG_QEA,169,True,False
y1_d018_OXG_QEA,177,True,False
y1_d018_OXG_QEA,182,False,False
y1_d018_OXG_QEA,218,False,False
y1_d018_OXG_QEA,221,False,False
y1_d018_OXG_QEA,228,False,False
y1_d018_OXG_QEA,263,False,False
y1_d018_OXG_QEA,273,True,False
y1_d018_OXG_QEA,324,False,False
y1_d018_OXG_QEA,338,False,False
y1_d018_OXG_QEA,341,False,False
y1_d018_OXG_QEA,347,False,False
y1_d019_JFU_YJD,19,True,False
y1_d019_JFU_YJD,35,False,False
y1_d019_JFU_YJD,48,False,False
y1_d019_JFU_YJD,65,False,False
y1_d019_JFU_YJD,74,False,False
y1_d019_JFU_YJD,96,False,False
y1_d019_JFU_YJD,116,False,False
y1_d019_JFU_YJD,141,True,False
y1_d019_JFU_YJD,190,False,False
y1_d019_JFU_YJD,219,True,False
y1_d019_JFU_YJD,243,False,False
y1_d019_JFU_YJD,248,False,False
y1_d019_JFU_YJD,253,True,False
y1_d019_JFU_YJD,261,False,False
y1_d019_OXG_QEA,10,False,False
y1_d019_OXG_QEA,71,False,False
y1_d019_OXG_QEA,74,False,False
y1_d019_OXG_QEA,129,False,False
y1_d019_OXG_QEA,146,False,False
y1_d019_OXG_QEA,152,False,False
y1_d019_OXG_QEA,162,False,False
y1_d019_OXG_QEA,197,True,False
y1_d019_OXG_QEA,264,False,False
y1_d019_OXG_QEA,285,False,False
y1_d019_OXG_QEA,335,False,False
y1_d019_OXG_QEA,341,False,False
y1_d020_JFU_YJD,12,False,False
y1_d020_JFU_YJD,21,False,False
y1_d020_JFU_YJD,61,False,False
y1_d020_JFU_YJD,67,False,False
y1_d020_JFU_YJD,131,False,False
y1_d020_JFU_YJD,132,False,False
y1_d020_JFU_YJD,151,False,False
y1_d020_JFU_YJD,190,False,False
y1_d020_JFU_YJD,198,False,False
y1_d020_JFU_YJD,228,False,False
y1_d021_JFU_YJD,4,False,False
y1_d021_JFU_YJD,9,True,False
y1_d021_JFU_YJD,35,True,False
y1_d021_JFU_YJD,59,True,False
y1_d021_JFU_YJD,68,False,False
y1_d021_JFU_YJD,74,True,False
y1_d021_JFU_YJD,89,False,False
y1_d021_JFU_YJD,154,False,False
y1_d021_JFU_YJD,187,False,False
y1_d021_JFU_YJD,196,False,False
y1_d021_JFU_YJD,214,False,False
y1_d021_JFU_YJD,230,False,False
y1_d021_JFU_YJD,259,True,False
y1_d021_JFU_YJD,272,False,False
y1_d021_JFU_YJD,280,False,False
y1_d022_AKX_YJD,35,False,False
y1_d022_AKX_YJD,82,False,False
y1_d022_AKX_YJD,112,False,False
y1_d022_AKX_YJD,138,True,False
y1_d022_AKX_YJD,145,False,False
y1_d022_AKX_YJD,187,False,False
y1_d022_AKX_YJD,192,False,False
y1_d022_AKX_YJD,254,False,False
y1_d022_AKX_YJD,267,True,False
y1_d022_AKX_YJD,274,False,False
y1_d023_AKX_YJD,7,False,False
y1_d023_AKX_YJD,8,True,False
y1_d023_AKX_YJD,18,False,False
y1_d023_AKX_YJD,45,False,False
y1_d023_AKX_YJD,70,False,False
y1_d023_AKX_YJD,78,False,False
y1_d023_AKX_YJD,115,False,False
y1_d023_AKX_YJD,124,False,False
y1_d023_AKX_YJD,133,False,False
y1_d023_AKX_YJD,153,False,False
y1_d023_AKX_YJD,160,True,False
y1_d023_AKX_YJD,210,False,False
y1_d023_AKX_YJD,219,False,False
y1_d023_AKX_YJD,223,False,False
y1_d023_AKX_YJD,245,True,False
y1_d023_AKX_YJD,251,False,False
y1_d023_AKX_YJD,260,True,False
y1_d023_AKX_YJD,266,False,False
y1_d023_AKX_YJD,270,False,False
y1_d023_AKX_YJD,275,False,False
y1_d024_AKX_YJD,6,False,False
y1_d024_AKX_YJD,10,False,False
y1_d024_AKX_YJD,31,False,False
y1_d024_AKX_YJD,36,False,False
y1_d024_AKX_YJD,74,False,False
y1_d024_AKX_YJD,85,False,False
y1_d024_AKX_YJD,96,False,False
y1_d024_AKX_YJD,99,False,False
y1_d024_AKX_YJD,112,False,False
y1_d024_AKX_YJD,161,False,False
y1_d024_AKX_YJD,163,False,False
y1_d024_AKX_YJD,164,True,False
y1_d024_AKX_YJD,204,False,False
y1_d024_AKX_YJD,233,False,False
y1_d024_AKX_YJD,243,False,False
y1_d024_AKX_YJD,256,False,False
y1_d024_AKX_YJD,273,False,False
y1_d024_AKX_YJD,359,True,False
y1_d025_JIL_RZQ,4,False,False
y1_d025_JIL_RZQ,15,False,False
y1_d025_JIL_RZQ,17,False,False
y1_d025_JIL_RZQ,86,False,False
y1_d025_JIL_RZQ,121,False,False
y1_d025_JIL_RZQ,135,False,False
y1_d025_JIL_RZQ,137,True,False
y1_d025_JIL_RZQ,141,False,False
y1_d025_JIL_RZQ,143,False,False
y1_d025_JIL_RZQ,149,False,False
y1_d025_JIL_RZQ,158,False,False
y1_d025_JIL_RZQ,198,False,False
y1_d025_JIL_RZQ,207,False,False
y1_d025_JIL_RZQ,217,False,False
y1_d025_JIL_RZQ,248,False,False
y1_d025_JIL_RZQ,260,False,False
y1_d025_JIL_RZQ,266,False,False
y1_d025_JIL_RZQ,268,False,False
y1_d026_JIL_RZQ,43,False,False
y1_d026_JIL_RZQ,80,False,False
y1_d026_JIL_RZQ,88,False,False
y1_d026_JIL_RZQ,130,False,False
y1_d026_JIL_RZQ,136,False,False
y1_d026_JIL_RZQ,137,False,False
y1_d026_JIL_RZQ,184,False,False
y1_d026_JIL_RZQ,186,False,False
y1_d026_JIL_RZQ,210,False,False
y1_d026_JIL_RZQ,220,False,False
y1_d026_JIL_RZQ,225,False,False
y1_d026_JIL_RZQ,235,False,False
y1_d026_JIL_RZQ,243,False,False
y1_d026_JIL_RZQ,257,False,False
y1_d027_JIL_RZQ,23,False,False
y1_d027_JIL_RZQ,35,False,False
y1_d027_JIL_RZQ,65,False,False
y1_d027_JIL_RZQ,153,False,False
y1_d027_JIL_RZQ,187,False,False
y1_d027_JIL_RZQ,199,False,False
y1_d027_JIL_RZQ,216,False,False
y1_d027_JIL_RZQ,220,True,False
y1_d027_JIL_RZQ,231,True,False
y1_d027_JIL_RZQ,241,False,False
y1_d027_JIL_RZQ,255,False,False
y1_d027_JIL_RZQ,266,False,False
y1_d027_JIL_RZQ,270,False,False
y1_d027_JIL_RZQ,329,False,False
y1_d027_JIL_RZQ,338,False,False
y1_d028_CMS_YJD,16,False,False
y1_d028_CMS_YJD,17,False,False
y1_d028_CMS_YJD,39,False,False
y1_d028_CMS_YJD,48,False,False
y1_d028_CMS_YJD,64,True,False
y1_d028_CMS_YJD,143,False,False
y1_d028_CMS_YJD,150,False,False
y1_d028_CMS_YJD,152,False,False
y1_d028_CMS_YJD,158,False,False
y1_d028_CMS_YJD,227,False,False
y1_d028_CMS_YJD,254,False,False
y1_d028_CMS_YJD,264,False,False
y1_d028_CMS_YJD,265,False,False
y1_d028_CMS_YJD,309,False,False
y1_d028_CMS_YJD,311,False,False
y1_d028_CMS_YJD,351,False,False
y1_d028_CMS_YJD,361,False,False
y1_d028_CMS_YJD,366,False,False
y1_d028_CMS_YJD,373,False,False
y1_d028_CMS_YJD,387,False,False
y1_d029_CMS_YJD,9,False,False
y1_d029_CMS_YJD,12,False,False
y1_d029_CMS_YJD,48,False,False
y1_d029_CMS_YJD,68,False,False
y1_d029_CMS_YJD,126,False,False
y1_d029_CMS_YJD,150,False,False
y1_d029_CMS_YJD,194,False,False
y1_d029_CMS_YJD,211,False,False
y1_d029_CMS_YJD,220,False,False
y1_d029_CMS_YJD,226,False,False
y1_d029_CMS_YJD,276,True,False
y1_d029_CMS_YJD,281,False,False
y1_d029_CMS_YJD,282,False,False
y1_d030_CMS_YJD,49,False,False
y1_d030_CMS_YJD,60,False,False
y1_d030_CMS_YJD,126,False,False
y1_d030_CMS_YJD,140,False,False
y1_d030_CMS_YJD,160,False,False
y1_d030_CMS_YJD,177,False,False
y1_d030_CMS_YJD,189,False,False
y1_d030_CMS_YJD,221,False,False
y1_d030_CMS_YJD,253,False,False
y1_d030_CMS_YJD,262,False,False
y1_d030_CMS_YJD,278,False,False
y1_d030_CMS_YJD,319,False,False
y1_d030_CMS_YJD,342,False,False
y1_d030_CMS_YJD,359,False,False
y1_d030_CMS_YJD,374,False,False
y1_d030_CMS_YJD,382,False,False
y1_d030_CMS_YJD,388,False,False
y1_d031_REC_QEA,41,False,False
y1_d031_REC_QEA,50,False,False
y1_d031_REC_QEA,84,False,False
y1_d031_REC_QEA,117,False,False
y1_d031_REC_QEA,123,False,False
y1_d031_REC_QEA,126,False,False
y1_d031_REC_QEA,137,False,False
y1_d031_REC_QEA,139,False,False
y1_d031_REC_QEA,173,False,False
y1_d031_REC_QEA,197,False,False
y1_d031_REC_QEA,209,False,False
y1_d031_REC_QEA,217,False,False
y1_d031_REC_QEA,224,False,False
y1_d031_REC_QEA,301,True,False
y1_d031_REC_QEA,304,False,False
y1_d032_REC_QEA,14,False,False
y1_d032_REC_QEA,28,False,False
y1_d032_REC_QEA,37,False,False
y1_d032_REC_QEA,86,False,False
y1_d032_REC_QEA,102,False,False
y1_d032_REC_QEA,152,False,False
y1_d032_REC_QEA,167,False,False
y1_d032_REC_QEA,171,False,False
y1_d032_REC_QEA,179,False,False
y1_d032_REC_QEA,224,False,False
y1_d032_REC_QEA,268,True,False
y1_d032_REC_QEA,277,False,False
y1_d033_AVV_YJD,14,False,False
y1_d033_AVV_YJD,32,False,False
y1_d033_AVV_YJD,37,False,False
y1_d033_AVV_YJD,47,False,False
y1_d033_AVV_YJD,61,False,False
y1_d033_AVV_YJD,68,True,True
y1_d033_AVV_YJD,75,False,False
y1_d033_AVV_YJD,84,False,False
y1_d033_AVV_YJD,94,False,False
y1_d033_AVV_YJD,103,False,False
y1_d033_AVV_YJD,109,False,False
y1_d033_AVV_YJD,113,False,False
y1_d033_AVV_YJD,116,False,False
y1_d033_AVV_YJD,119,False,False
y1_d033_AVV_YJD,143,False,False
y1_d033_AVV_YJD,146,False,False
y1_d033_AVV_YJD,150,False,False
y1_d033_AVV_YJD,181,False,False
y1_d033_AVV_YJD,203,False,False
y1_d033_REC_QEA,7,False,False
y1_d033_REC_QEA,15,False,False
y1_d033_REC_QEA,30,False,False
y1_d033_REC_QEA,47,False,False
y1_d033_REC_QEA,67,False,False
y1_d033_REC_QEA,95,False,False
y1_d033_REC_QEA,139,False,False
y1_d033_REC_QEA,182,False,False
y1_d033_REC_QEA,207,False,False
y1_d033_REC_QEA,220,False,False
y1_d033_REC_QEA,239,False,False
y1_d033_REC_QEA,241,False,False
y1_d033_REC_QEA,246,True,False
y1_d034_AVV_YJD,16,False,False
y1_d034_AVV_YJD,52,False,False
y1_d034_AVV_YJD,81,False,False
y1_d034_AVV_YJD,100,False,False
y1_d034_AVV_YJD,118,False,False
y1_d034_AVV_YJD,122,False,False
y1_d034_AVV_YJD,151,False,False
y1_d034_AVV_YJD,164,False,False
y1_d034_AVV_YJD,165,False,False
y1_d034_AVV_YJD,190,False,False
y1_d034_AVV_YJD,208,False,False
y1_d035_AVV_YJD,59,False,False
y1_d035_AVV_YJD,61,False,False
y1_d035_AVV_YJD,72,False,False
y1_d035_AVV_YJD,85,False,False
y1_d035_AVV_YJD,163,False,False
y1_d035_AVV_YJD,166,False,False
y1_d035_AVV_YJD,171,False,False
y1_d035_AVV_YJD,194,False,False
y1_d035_AVV_YJD,223,False,False
y1_d035_AVV_YJD,239,False,False
y1_d035_AVV_YJD,244,False,False
y1_d035_AVV_YJD,247,False,False
y1_d035_AVV_YJD,275,False,False
y1_d035_AVV_YJD,278,True,False
y1_d035_AVV_YJD,282,True,False
y1_d035_AVV_YJD,295,False,False
y1_d035_AVV_YJD,301,True,False
y1_d036_HMN_RZQ,22,False,False
y1_d036_HMN_RZQ,39,False,False
y1_d036_HMN_RZQ,43,False,False
y1_d036_HMN_RZQ,57,False,False
y1_d036_HMN_RZQ,58,False,False
y1_d036_HMN_RZQ,87,False,False
y1_d036_HMN_RZQ,109,True,False
y1_d036_HMN_RZQ,150,False,False
y1_d036_HMN_RZQ,186,False,False
y1_d036_HMN_RZQ,225,False,False
y1_d036_HMN_RZQ,294,False,False
y1_d036_HMN_RZQ,323,False,False
y1_d037_HMN_RZQ,2,False,False
y1_d037_HMN_RZQ,26,False,False
y1_d037_HMN_RZQ,30,False,False
y1_d037_HMN_RZQ,55,False,False
y1_d037_HMN_RZQ,63,False,False
y1_d037_HMN_RZQ,77,False,False
y1_d037_HMN_RZQ,94,False,False
y1_d037_HMN_RZQ,100,False,False
y1_d037_HMN_RZQ,120,False,False
y1_d037_HMN_RZQ,147,False,False
y1_d037_HMN_RZQ,148,False,False
y1_d037_HMN_RZQ,190,False,False
y1_d037_HMN_RZQ,243,False,False
y1_d037_HMN_RZQ,261,True,False
y1_d037_HMN_RZQ,262,False,False
y1_d038_HMN_RZQ,5,False,False
y1_d038_HMN_RZQ,18,True,True
y1_d038_HMN_RZQ,32,False,False
y1_d038_HMN_RZQ,44,False,False
y1_d038_HMN_RZQ,68,False,False
y1_d038_HMN_RZQ,88,False,False
y1_d038_HMN_RZQ,96,False,False
y1_d038_HMN_RZQ,110,True,False
y1_d038_HMN_RZQ,134,False,False
y1_d038_HMN_RZQ,137,False,False
y1_d038_HMN_RZQ,176,True,False
y1_d038_HMN_RZQ,190,True,False
y1_d038_HMN_RZQ,201,False,False
y1_d038_HMN_RZQ,241,False,False
y1_d038_HMN_RZQ,246,False,False
y1_d038_HMN_RZQ,298,False,False
y1_d039_HMN_RZQ,37,False,False
y1_d039_HMN_RZQ,46,False,False
y1_d039_HMN_RZQ,58,False,False
y1_d039_HMN_RZQ,66,False,False
y1_d039_HMN_RZQ,99,False,False
y1_d039_HMN_RZQ,109,False,False
y1_d039_HMN_RZQ,117,False,False
y1_d039_HMN_RZQ,120,False,False
y1_d039_HMN_RZQ,140,False,False
y1_d039_HMN_RZQ,153,False,False
y1_d039_HMN_RZQ,178,False,False
y1_d039_HMN_RZQ,185,False,False
y1_d039_HMN_RZQ,195,False,False
y1_d039_HMN_RZQ,219,False,False
y1_d039_HMN_RZQ,249,True,False
y1_d039_HMN_RZQ,256,True,False
y1_d040_TKJ_YJD,43,False,False
y1_d040_TKJ_YJD,163,False,False
y1_d040_TKJ_YJD,222,False,False
y1_d040_TKJ_YJD,226,False,False
y1_d040_TKJ_YJD,229,False,False
y1_d040_TKJ_YJD,238,False,False
y1_d040_TKJ_YJD,271,False,False
y1_d040_TKJ_YJD,274,False,False
y1_d040_TKJ_YJD,291,False,False
y1_d040_TKJ_YJD,295,False,False
y1_d040_TKJ_YJD,306,False,False
y1_d040_TKJ_YJD,326,False,False
y1_d041_TKJ_YJD,32,False,False
y1_d041_TKJ_YJD,55,False,False
y1_d041_TKJ_YJD,66,False,False
y1_d041_TKJ_YJD,69,False,False
y1_d041_TKJ_YJD,92,False,False
y1_d041_TKJ_YJD,139,True,False
y1_d041_TKJ_YJD,158,False,False
y1_d041_TKJ_YJD,172,False,False
y1_d041_TKJ_YJD,180,False,False
y1_d041_TKJ_YJD,182,False,False
y1_d041_TKJ_YJD,223,True,False
y1_d041_TKJ_YJD,249,False,False
y1_d041_TKJ_YJD,259,True,False
y1_d041_TKJ_YJD,302,False,False
y1_d041_TKJ_YJD,305,False,False
y1_d041_TKJ_YJD,310,False,False
y1_d042_TKJ_YJD,12,False,False
y1_d042_TKJ_YJD,24,True,False
y1_d042_TKJ_YJD,42,False,False
y1_d042_TKJ_YJD,54,False,False
y1_d042_TKJ_YJD,85,False,False
y1_d042_TKJ_YJD,107,True,False
