,game_str,play_id,hit_time,bounce_timestamp,ball_position_x,ball_position_y,infield_bounce
28,y1_d070_ACN_QEA,248,8312337,8312587,-16.60425,22.56453,True
29,y1_d070_ACN_QEA,305,10168787,10168837,-0.7923,12.1047,True
30,y1_d071_ACN_QEA,17,374202,374302,-0.984,12.6561,True
31,y1_d071_ACN_QEA,21,498552,498802,-12.52107,29.865,True
32,y1_d071_ACN_QEA,33,894252,894352,-1.506,10.8678,True
33,y1_d071_ACN_QEA,82,2625465,2625515,1.8423,7.5684,True
34,y1_d071_ACN_QEA,136,4344865,4345065,-20.12229,26.7627,True
35,y1_d071_ACN_QEA,146,4624765,4624815,-1.5888,7.9725,True
36,y1_d071_ACN_QEA,160,5124365,5124415,-0.1077,3.4422,True
37,y1_d071_ACN_QEA,168,5513915,5513965,1.9056,6.6039,True
38,y1_d071_ACN_QEA,207,6900765,6901465,-49.6137,78.1446,True
39,y1_d071_ACN_QEA,215,7227465,7227515,-0.5046,2.3286,True
40,y1_d071_ACN_QEA,229,7624065,7624165,0.9843,16.2483,True
41,y1_d071_ACN_QEA,277,9479969,9480019,-0.2835,5.0253,True
42,y1_d071_ACN_QEA,289,9896469,9896569,-3.0387,8.6277,True
43,y1_d071_ACN_QEA,299,10200819,10200869,-3.2358,6.0261,True
44,y1_d071_ACN_QEA,330,11297819,11297869,-2.1519,8.1462,True
45,y1_d071_ACN_QEA,351,12159819,12159919,0.7575,8.4423,True
46,y1_d071_ACN_QEA,358,12346719,12347269,-24.3831,48.1836,True
47,y1_d072_ACN_QEA,48,6534099,6534349,-13.02342,34.2141,True
48,y1_d072_ACN_QEA,57,6847299,6848249,32.8692,43.5561,True
49,y1_d072_ACN_QEA,89,7840199,7840699,-16.36254,52.2396,True
50,y1_d072_ACN_QEA,123,9071849,9072349,-13.27455,57.3096,True
51,y1_d072_ACN_QEA,139,9601699,9601799,-2.8683,12.0441,True
52,y1_d072_ACN_QEA,157,366749,366849,-2.796,7.65,True
53,y1_d072_ACN_QEA,166,720149,720399,-15.36111,29.34783,True
54,y1_d072_ACN_QEA,170,832699,832749,0.4713,8.5062,True
55,y1_d072_ACN_QEA,175,940799,940899,-4.0878,10.2885,True
56,y1_d072_ACN_QEA,210,2029599,2029649,-0.51,8.1432,True
57,y1_d072_ACN_QEA,214,2248499,2249149,19.81239,72.0147,True
58,y1_d072_ACN_QEA,225,2592499,2592699,6.84933,18.50919,True
59,y1_d072_ACN_QEA,229,2670049,2670899,-46.4232,78.9885,True
60,y1_d072_ACN_QEA,258,3706199,3706299,-2.7333,17.34,True
61,y1_d072_ACN_QEA,296,4875449,4875649,16.45185,25.91622,True
62,y1_d072_ACN_QEA,299,5078999,5079049,0.4218,5.538,True
63,y1_d052_APZ_QEA,19,454633,454683,-2.5896,3.4557,True
64,y1_d052_APZ_QEA,21,633833,633883,3.0042,9.6762,True
65,y1_d052_APZ_QEA,40,1124883,1125183,-18.11781,40.146,True
66,y1_d052_APZ_QEA,76,2679406,2679456,2.5476,6.5115,True
67,y1_d052_APZ_QEA,83,2879306,2879356,-0.4191,1.8231,True
68,y1_d052_APZ_QEA,95,3237456,3237506,-1.8222,3.7992,True
69,y1_d052_APZ_QEA,160,5544756,5545056,1.340037,34.9392,True
70,y1_d052_APZ_QEA,170,6054006,6054056,1.6125,2.0832,True
71,y1_d052_APZ_QEA,174,6204856,6204906,-3.2943,10.344,True
72,y1_d052_APZ_QEA,238,8729306,8729606,-4.20225,10.69047,True
73,y1_d052_APZ_QEA,247,9001506,9001606,1.3371,13.6746,True
74,y1_d052_APZ_QEA,256,9313156,9313806,29.41833,75.9132,True
75,y1_d052_APZ_QEA,372,13556606,13556656,-0.4959,5.8923,True
76,y1_d053_APZ_QEA,11,214940,214990,3.5484,10.2156,True
77,y1_d053_APZ_QEA,12,260890,262390,-31.0563,44.5404,True
78,y1_d053_APZ_QEA,43,1394240,1394390,-5.52891,10.64658,True
79,y1_d053_APZ_QEA,68,2273340,2273390,-0.8727,4.5843,True
80,y1_d053_APZ_QEA,89,2959140,2959190,-0.5739,7.1046,True
81,y1_d053_APZ_QEA,106,3478640,3478690,-0.7716,3.9369,True
82,y1_d053_APZ_QEA,112,3792840,3792890,0.9381,6.7518,True
83,y1_d053_APZ_QEA,138,4675840,4675890,-0.3852,3.3387,True
84,y1_d053_APZ_QEA,146,5187226,5187276,7.7148,9.6252,True
85,y1_d053_APZ_QEA,152,5450476,5450526,4.7121,7.3197,True
86,y1_d053_APZ_QEA,157,5573426,5573476,2.9943,2.7789,True
87,y1_d053_APZ_QEA,164,5951276,5951326,1.8819,3.7668,True
88,y1_d053_APZ_QEA,187,6793476,6794876,-35.2107,52.7127,True
89,y1_d053_APZ_QEA,198,7303176,7303576,-2.090769,50.391,True
90,y1_d053_APZ_QEA,213,7889876,7890326,25.57296,57.1692,True
91,y1_d053_APZ_QEA,237,8774676,8774776,5.3781,11.3586,True
92,y1_d054_APZ_QEA,6,137179,138029,-42.7662,66.3804,True
93,y1_d054_APZ_QEA,36,1318079,1318129,2.8071,10.8126,True
94,y1_d054_APZ_QEA,57,1924979,1925029,-2.0289,5.193,True
95,y1_d054_APZ_QEA,123,4292579,4292679,-0.7581,10.2339,True
96,y1_d054_APZ_QEA,137,4722379,4722429,1.2717,9.2853,True
97,y1_d054_APZ_QEA,140,4903879,4904029,1.9362,24.9762,True
98,y1_d054_APZ_QEA,157,5474479,5474529,-2.2062,5.6925,True
99,y1_d054_APZ_QEA,178,6131579,6131879,-24.03699,34.3173,True
100,y1_d054_APZ_QEA,181,6299279,6299379,-0.0792,15.2445,True
101,y1_d054_APZ_QEA,242,8250679,8250729,-0.4338,1.6272,True
102,y1_d054_APZ_QEA,294,10104129,10104179,-4.6395,6.8196,True
103,y1_d054_APZ_QEA,299,10238529,10238579,1.8249,2.3694,True
104,y1_d055_APZ_QEA,3,96282,96332,4.4334,10.1403,True
105,y1_d055_APZ_QEA,9,222932,223132,6.5142,20.2605,True
106,y1_d055_APZ_QEA,81,2559682,2560382,31.656,76.2042,True
107,y1_d055_APZ_QEA,103,3216282,3216882,-19.29645,45.1185,True
108,y1_d055_APZ_QEA,108,3452182,3452232,0.7668,6.8571,True
109,y1_d055_APZ_QEA,116,3675182,3675232,0.1107,7.74,True
110,y1_d055_APZ_QEA,123,3857732,3857832,-2.4339,12.4695,True
111,y1_d055_APZ_QEA,125,4027482,4027982,-34.2357,52.8612,True
112,y1_d055_APZ_QEA,130,4146882,4146932,2.4663,4.9101,True
113,y1_d055_APZ_QEA,160,5113982,5114032,-7.5495,14.6265,True
114,y1_d055_APZ_QEA,223,7305382,7305432,-1.9569,9.2424,True
115,y1_d055_APZ_QEA,239,7882532,7882832,12.05697,17.27037,True
116,y1_d055_APZ_QEA,250,8306882,8306932,0.6834,10.5828,True
117,y1_d055_APZ_QEA,255,8438482,8438532,-0.453,4.7547,True
118,y1_d055_APZ_QEA,256,8613732,8613832,2.4738,13.5402,True
119,y1_d055_APZ_QEA,267,8930232,8930282,2.0157,5.3604,True
120,y1_d001_CGA_QEA,21,560499,560599,-5.5599,11.2767,True
121,y1_d001_CGA_QEA,26,715799,717149,0.852402,18.02625,True
122,y1_d001_CGA_QEA,124,4748405,4749905,36.9786,45.3483,True
123,y1_d001_CGA_QEA,136,5162055,5162205,-2.1651,20.9448,True
124,y1_d001_CGA_QEA,138,5240955,5241005,1.1661,4.2576,True
125,y1_d001_CGA_QEA,141,5425855,5426105,-5.91702,31.5942,True
126,y1_d001_CGA_QEA,152,5963719,5963769,-1.0935,8.3613,True
127,y1_d001_CGA_QEA,176,6823669,6823769,0.5745,9.5277,True
128,y1_d001_CGA_QEA,205,7963180,7963330,7.60167,15.52608,True
129,y1_d001_CGA_QEA,218,8406680,8407080,-4.82403,47.4609,True
130,y1_d001_CGA_QEA,220,8583830,8583980,-2.8083,15.9087,True
131,y1_d001_CGA_QEA,225,8702230,8702330,1.902,7.7232,True
132,y1_d001_CGA_QEA,250,9452280,9452380,0.8619,10.5,True
133,y1_d001_CGA_QEA,252,9617680,9617830,-10.71843,17.69265,True
134,y1_d001_CGA_QEA,255,9715180,9715230,-0.954,9.2427,True
135,y1_d001_CGA_QEA,283,10827930,10827980,0.981,2.5323,True
136,y1_d001_CGA_QEA,311,11883780,11883830,1.0725,6.5421,True
137,y1_d002_CGA_QEA,5,163971,165471,26.83803,35.2599,True
138,y1_d002_CGA_QEA,7,240571,240821,8.31774,17.8005,True
139,y1_d002_CGA_QEA,11,447871,447921,-0.9585,3.9465,True
140,y1_d002_CGA_QEA,30,1136021,1136121,-1.4694,10.9083,True
141,y1_d002_CGA_QEA,31,1178471,1178521,2.2803,4.5,True
142,y1_d002_CGA_QEA,35,1281171,1281271,-3.7326,15.1026,True
143,y1_d002_CGA_QEA,49,1770721,1770871,-1.9353,12.1956,True
144,y1_d002_CGA_QEA,113,3927521,3928021,25.61532,45.3549,True
145,y1_d002_CGA_QEA,124,4387171,4387371,-1.786365,27.66843,True
146,y1_d002_CGA_QEA,128,4512421,4512521,0.0393,10.3878,True
147,y1_d002_CGA_QEA,142,5020121,5021821,-28.55601,52.8594,True
148,y1_d002_CGA_QEA,143,5063821,5063971,10.3326,18.0708,True
149,y1_d002_CGA_QEA,145,5125021,5125121,-7.71,9.486,True
150,y1_d002_CGA_QEA,176,6296371,6296421,1.2159,5.6781,True
151,y1_d002_CGA_QEA,205,7365071,7365121,-4.2285,3.0852,True
152,y1_d002_CGA_QEA,227,8074421,8074521,3.9816,13.3488,True
153,y1_d002_CGA_QEA,232,8321621,8321721,1.7727,9.6786,True
154,y1_d002_CGA_QEA,254,9208321,9208371,1.1091,3.0591,True
155,y1_d003_CGA_QEA,5,69890,69990,-0.5943,13.1871,True
156,y1_d003_CGA_QEA,12,376590,376740,6.1236,19.0266,True
157,y1_d003_CGA_QEA,14,427440,427490,1.65,11.1093,True
158,y1_d003_CGA_QEA,54,2507956,2508056,0.6906,8.1579,True
159,y1_d003_CGA_QEA,58,2725856,2726806,45.2235,75.6117,True
160,y1_d003_CGA_QEA,63,2912906,2914006,-50.352,67.3242,True
161,y1_d003_CGA_QEA,71,3222406,3222556,0.1761,15.6897,True
162,y1_d003_CGA_QEA,81,3553806,3553856,2.4036,2.61,True
163,y1_d003_CGA_QEA,91,3837106,3837456,4.62909,45.7647,True
164,y1_d003_CGA_QEA,105,4448706,4449156,-16.05306,49.3197,True
165,y1_d003_CGA_QEA,124,5264356,5264506,-11.39034,17.09403,True
166,y1_d003_CGA_QEA,133,5480556,5480956,-12.68325,43.6908,True
167,y1_d003_CGA_QEA,139,5735256,5735356,5.0181,10.5693,True
168,y1_d003_CGA_QEA,145,5889006,5889106,0.7827,10.4655,True
169,y1_d003_CGA_QEA,152,6199206,6199306,0.3912,12.39,True
170,y1_d003_CGA_QEA,166,6784156,6784256,-3.4443,8.7585,True
171,y1_d003_CGA_QEA,169,7242977,7243027,0.1332,5.922,True
172,y1_d003_CGA_QEA,189,8044791,8044891,1.8609,3.6768,True
173,y1_d003_CGA_QEA,249,10205618,10205868,-14.27217,32.6265,True
174,y1_d003_CGA_QEA,254,10472818,10472868,-1.8201,5.4096,True
175,y1_d004_CGA_QEA,4,76543,76741,2.838,20.7432,True
176,y1_d004_CGA_QEA,50,1743211,1743376,0.0626007,18.97305,True
177,y1_d004_CGA_QEA,56,2085282,2085315,1.5804,7.3734,True
178,y1_d004_CGA_QEA,78,2805904,2805937,-4.2279,5.523,True
179,y1_d004_CGA_QEA,86,3422423,3423512,-11.49135,82.3902,True
180,y1_d004_CGA_QEA,112,4589706,4589871,-8.151,18.4059,True
181,y1_d004_CGA_QEA,126,5093814,5094837,15.537,64.4154,True
182,y1_d004_CGA_QEA,195,7501981,7502047,3.1152,11.9094,True
183,y1_d004_CGA_QEA,200,7742151,7742217,-1.4649,5.8221,True
184,y1_d004_CGA_QEA,234,8998034,8998133,-6.951,13.3347,True
185,y1_d004_CGA_QEA,241,9856728,9857091,-6.32256,48.4251,True
186,y1_d004_CGA_QEA,249,10260219,10260252,-0.9534,3.7413,True
187,y1_d004_CGA_QEA,307,12375818,12375950,6.447,19.1664,True
188,y1_d087_CRQ_QEA,6,126835,126885,-5.0028,8.9523,True
189,y1_d087_CRQ_QEA,54,1659735,1659835,1.569,8.9889,True
190,y1_d087_CRQ_QEA,60,1871185,1871935,-29.73957,88.4565,True
191,y1_d087_CRQ_QEA,75,2305435,2305535,1.2504,7.8372,True
192,y1_d087_CRQ_QEA,76,2343085,2344485,7.06812,39.2418,True
193,y1_d087_CRQ_QEA,93,2819235,2819535,-3.21537,32.9397,True
194,y1_d087_CRQ_QEA,102,3129285,3129335,-3.417,8.4882,True
195,y1_d087_CRQ_QEA,105,3202835,3202935,-4.6518,12.5163,True
196,y1_d087_CRQ_QEA,112,3466535,3467685,-23.33058,91.8531,True
197,y1_d087_CRQ_QEA,125,3726885,3727785,-13.98282,77.8689,True
198,y1_d087_CRQ_QEA,128,3914535,3914635,3.5523,14.8068,True
199,y1_d087_CRQ_QEA,136,4114685,4114735,0.6861,6.39,True
200,y1_d087_CRQ_QEA,143,4403385,4404085,-14.4063,90.9243,True
201,y1_d087_CRQ_QEA,157,4801785,4801885,-1.521,14.2974,True
202,y1_d087_CRQ_QEA,193,5996985,5997085,4.2039,13.8486,True
203,y1_d087_CRQ_QEA,194,6148985,6149335,-1.540149,31.9686,True
204,y1_d087_CRQ_QEA,241,7901435,7901485,0.4782,2.9565,True
205,y1_d087_CRQ_QEA,251,8212085,8212185,-1.8168,12.462,True
206,y1_d087_CRQ_QEA,289,9677785,9677835,0.6609,5.4195,True
207,y1_d088_CRQ_QEA,8,333763,333813,3.8394,10.5933,True
208,y1_d088_CRQ_QEA,38,1160413,1160463,-0.5544,4.5303,True
209,y1_d088_CRQ_QEA,74,2228963,2229013,0.042,0.3477,True
210,y1_d088_CRQ_QEA,107,3370913,3370963,0.6669,8.6823,True
211,y1_d088_CRQ_QEA,131,4210513,4210713,-15.27762,23.44899,True
212,y1_d088_CRQ_QEA,135,4332563,4332663,-3.8724,7.53,True
213,y1_d088_CRQ_QEA,161,5213963,5214013,0.2178,8.0496,True
214,y1_d088_CRQ_QEA,164,5282913,5283063,0.0429,19.2006,True
215,y1_d088_CRQ_QEA,176,5720713,5720763,0.1812,7.3407,True
216,y1_d088_CRQ_QEA,195,6305313,6305413,-9.72852,12.19482,True
217,y1_d088_CRQ_QEA,212,6986613,6986663,-3.5838,9.6579,True
218,y1_d088_CRQ_QEA,251,8564713,8564813,-8.475,14.13,True
219,y1_d088_CRQ_QEA,261,8818213,8818263,-1.8546,7.2237,True
220,y1_d088_CRQ_QEA,265,9029313,9029363,0.6159,6.7842,True
221,y1_d088_CRQ_QEA,273,9267063,9267113,-3.2898,4.7145,True
222,y1_d088_CRQ_QEA,278,9536413,9536513,-0.8664,4.7283,True
223,y1_d089_CRQ_QEA,11,372760,372810,2.2971,4.6569,True
224,y1_d089_CRQ_QEA,49,1607360,1607760,8.96814,33.9108,True
225,y1_d089_CRQ_QEA,54,1802510,1802610,6.768,9.3945,True
226,y1_d089_CRQ_QEA,64,2192460,2192510,-1.6347,5.1462,True
227,y1_d089_CRQ_QEA,85,2955339,2955389,0.2784,5.0886,True
228,y1_d089_CRQ_QEA,125,4254589,4254939,-23.81814,39.9351,True
229,y1_d089_CRQ_QEA,139,4833839,4833939,-1.3386,15.5298,True
230,y1_d089_CRQ_QEA,158,5590339,5590439,-2.2677,19.032,True
231,y1_d089_CRQ_QEA,198,6918789,6918889,-0.4002,8.4864,True
232,y1_d089_CRQ_QEA,211,7441089,7441189,-2.1306,11.5098,True
233,y1_d089_CRQ_QEA,250,9181939,9182039,1.2147,14.4201,True
234,y1_d089_CRQ_QEA,267,9946889,9946939,-2.8947,5.5053,True
235,y1_d089_CRQ_QEA,275,10277289,10277439,0.508356,18.73011,True
236,y1_d079_FBP_QEA,6,82646,82846,-12.34752,25.05921,True
237,y1_d079_FBP_QEA,9,152996,153046,-2.1807,10.1118,True
238,y1_d079_FBP_QEA,53,1556346,1556396,1.6644,7.0719,True
239,y1_d079_FBP_QEA,56,1665496,1665546,1.5303,6.4251,True
240,y1_d079_FBP_QEA,70,2126346,2126396,-0.3939,4.2585,True
241,y1_d079_FBP_QEA,76,2411096,2411446,-11.63715,46.1799,True
242,y1_d079_FBP_QEA,106,3289196,3289996,11.62455,60.2379,True
243,y1_d079_FBP_QEA,108,3371296,3371346,1.6647,2.8512,True
244,y1_d079_FBP_QEA,125,3891246,3891346,-2.1132,11.4138,True
245,y1_d079_FBP_QEA,137,4413146,4413246,3.9531,13.1454,True
246,y1_d079_FBP_QEA,140,4532496,4532746,-6.0291,37.0788,True
247,y1_d079_FBP_QEA,152,4901196,4901246,4.7886,7.3533,True
248,y1_d079_FBP_QEA,189,6052346,6052396,2.8449,4.7139,True
249,y1_d079_FBP_QEA,194,6184546,6184596,-1.2627,7.314,True
250,y1_d079_FBP_QEA,201,6510196,6510296,-4.818,17.1156,True
251,y1_d079_FBP_QEA,243,8005396,8005546,-0.1986,17.0346,True
252,y1_d079_FBP_QEA,272,8962946,8963146,-9.24204,29.88522,True
253,y1_d079_FBP_QEA,295,9707646,9707696,-1.2144,6.1929,True
254,y1_d079_FBP_QEA,299,9786496,9786796,12.33918,37.7613,True
255,y1_d079_FBP_QEA,320,10593846,10594046,5.08335,17.93451,True
256,y1_d079_FBP_QEA,331,10948596,10948696,-1.8831,11.07,True
257,y1_d080_FBP_QEA,58,1419112,1419162,-1.3692,6.8625,True
258,y1_d080_FBP_QEA,67,1740512,1740562,-1.1013,4.9074,True
259,y1_d080_FBP_QEA,79,2237512,2237562,-3.6387,6.6405,True
260,y1_d080_FBP_QEA,129,3814462,3814562,-0.3069,9.5448,True
261,y1_d080_FBP_QEA,132,4047762,4047812,-2.9472,7.9446,True
262,y1_d080_FBP_QEA,144,4515062,4515162,-2.7732,10.6638,True
263,y1_d080_FBP_QEA,149,4703312,4703412,4.6326,13.8531,True
264,y1_d080_FBP_QEA,157,4993912,4994862,21.38943,87.4008,True
265,y1_d080_FBP_QEA,162,5089862,5089962,-3.5661,9.5637,True
266,y1_d080_FBP_QEA,177,5686762,5687362,20.7537,67.104,True
267,y1_d080_FBP_QEA,179,5742412,5742512,0.5031,14.0592,True
268,y1_d080_FBP_QEA,185,5889312,5889362,5.6412,7.9368,True
269,y1_d080_FBP_QEA,205,6546162,6546262,2.0679,7.8813,True
270,y1_d080_FBP_QEA,208,6611962,6612062,-4.4283,12.4515,True
271,y1_d080_FBP_QEA,255,8191662,8191712,-1.2507,8.5377,True
272,y1_d080_FBP_QEA,271,8691412,8691462,1.1661,7.2387,True
273,y1_d080_FBP_QEA,310,10088462,10088562,-3.2847,10.506,True
274,y1_d081_FBP_QEA,71,2150769,2150819,0.0306,6.792,True
275,y1_d081_FBP_QEA,86,2587519,2587819,21.22596,35.4762,True
276,y1_d081_FBP_QEA,106,3217369,3217419,-1.011,6.7032,True
277,y1_d081_FBP_QEA,108,3386169,3386269,-2.6427,5.097,True
278,y1_d081_FBP_QEA,124,3964569,3964769,-10.8384,13.6338,True
279,y1_d081_FBP_QEA,136,4382569,4382619,-3.0918,3.9438,True
280,y1_d081_FBP_QEA,160,5119969,5120019,4.2705,7.8936,True
281,y1_d081_FBP_QEA,162,5184119,5184519,-23.16102,54.3453,True
282,y1_d081_FBP_QEA,170,5519119,5520269,-14.82303,81.5415,True
283,y1_d081_FBP_QEA,173,5586619,5586769,2.650443,18.94353,True
284,y1_d081_FBP_QEA,190,6153119,6153169,1.4544,7.1721,True
285,y1_d081_FBP_QEA,193,6245669,6245969,7.6002,24.66492,True
286,y1_d081_FBP_QEA,203,6609319,6609419,0.0477,7.9152,True
287,y1_d081_FBP_QEA,204,6643869,6643969,5.5533,12.8397,True
288,y1_d081_FBP_QEA,252,8218619,8218719,3.5658,13.8075,True
289,y1_d081_FBP_QEA,256,8462769,8462819,-0.7086,5.991,True
290,y1_d081_FBP_QEA,257,8506119,8507169,31.8363,80.6424,True
291,y1_d081_FBP_QEA,284,9439219,9439319,-3.3426,17.4378,True
292,y1_d081_FBP_QEA,296,9796769,9797019,9.04653,28.79085,True
293,y1_d082_FBP_QEA,4,46824,46874,-2.0067,3.7725,True
294,y1_d082_FBP_QEA,8,125324,125374,-2.4138,4.7754,True
295,y1_d082_FBP_QEA,21,513324,513474,-2.226003,19.55394,True
296,y1_d082_FBP_QEA,52,1532524,1532574,1.5636,4.9608,True
297,y1_d082_FBP_QEA,55,1604424,1605274,-12.02901,94.1973,True
298,y1_d082_FBP_QEA,95,2995424,2995674,13.7166,31.5516,True
299,y1_d082_FBP_QEA,113,3476974,3477024,0.8538,7.8915,True
300,y1_d082_FBP_QEA,115,3570374,3570424,-0.4524,7.2924,True
301,y1_d082_FBP_QEA,118,3756024,3756124,2.7873,8.9808,True
302,y1_d082_FBP_QEA,122,3850024,3850074,-6.7722,9.6675,True
303,y1_d082_FBP_QEA,136,4314124,4314224,2.4717,15.6129,True
304,y1_d082_FBP_QEA,137,4489624,4489674,-3.6996,6.4749,True
305,y1_d082_FBP_QEA,141,4568374,4568424,-3.54,4.1421,True
306,y1_d082_FBP_QEA,142,4605374,4605524,9.77784,14.68314,True
307,y1_d082_FBP_QEA,194,6622924,6623224,-4.305,36.6207,True
308,y1_d082_FBP_QEA,222,7551524,7551574,0.4896,5.0292,True
309,y1_d082_FBP_QEA,224,7732924,7732974,0.6651,5.4342,True
310,y1_d082_FBP_QEA,248,8549324,8549524,-3.8406,8.8557,True
311,y1_d082_FBP_QEA,257,8829424,8829474,-2.6085,9.258,True
312,y1_d082_FBP_QEA,276,9470574,9470674,-2.2731,11.9406,True
313,y1_d013_IXC_QEA,17,608925,608975,1.2594,7.0242,True
314,y1_d013_IXC_QEA,21,703775,703825,-0.0639,4.4733,True
315,y1_d013_IXC_QEA,26,834475,834525,0.4677,5.6484,True
316,y1_d013_IXC_QEA,46,1530275,1530325,0.9558,4.0206,True
317,y1_d013_IXC_QEA,58,1906775,1906825,-3.3948,10.476,True
318,y1_d013_IXC_QEA,62,1995325,1995375,1.5096,6.5502,True
319,y1_d013_IXC_QEA,69,2296025,2296075,1.5183,5.5212,True
320,y1_d013_IXC_QEA,87,3078325,3078375,-3.2457,9.9486,True
321,y1_d013_IXC_QEA,89,3140125,3140375,7.00383,28.91832,True
322,y1_d013_IXC_QEA,92,3209125,3209775,-23.07165,80.076,True
323,y1_d013_IXC_QEA,96,3417075,3417125,-2.4981,6.1599,True
324,y1_d013_IXC_QEA,158,5659925,5659975,-0.6405,9.8607,True
325,y1_d013_IXC_QEA,164,6066282,6066332,0.3507,5.0496,True
326,y1_d013_IXC_QEA,181,6746582,6746882,-0.2930751,33.9084,True
327,y1_d013_IXC_QEA,201,7540482,7540732,-5.17758,30.6423,True
328,y1_d013_IXC_QEA,229,8427632,8427732,2.8296,12.4317,True
329,y1_d013_IXC_QEA,239,8801332,8801382,-1.5201,8.373,True
330,y1_d013_IXC_QEA,252,9291832,9291882,-2.9391,9.1299,True
331,y1_d014_IXC_QEA,8,196917,196967,0.2244,6.9411,True
332,y1_d014_IXC_QEA,32,1028517,1028717,-11.90571,29.14296,True
333,y1_d014_IXC_QEA,46,1586017,1586117,-0.6363,16.8582,True
334,y1_d014_IXC_QEA,54,1948167,1948217,-3.2565,10.9665,True
335,y1_d014_IXC_QEA,55,1981917,1982017,-1.0602,13.6614,True
336,y1_d014_IXC_QEA,89,3121567,3121617,-4.2639,6.8862,True
337,y1_d014_IXC_QEA,111,3733667,3734667,16.11285,87.9882,True
338,y1_d014_IXC_QEA,131,4369117,4369417,-11.46702,31.5129,True
339,y1_d014_IXC_QEA,154,5356517,5356617,-0.7068,8.5824,True
340,y1_d014_IXC_QEA,165,5781117,5781217,0.5697,4.3617,True
341,y1_d014_IXC_QEA,179,6131017,6131467,26.31417,40.7526,True
342,y1_d014_IXC_QEA,192,6613067,6613167,0.7581,13.1928,True
343,y1_d014_IXC_QEA,211,7374617,7374667,1.1532,1.6914,True
344,y1_d014_IXC_QEA,246,8650117,8650167,-3.9756,5.1123,True
345,y1_d014_IXC_QEA,249,8851917,8851967,1.9122,6.1473,True
346,y1_d014_IXC_QEA,265,9559574,9559674,0.0963,6.2901,True
347,y1_d014_IXC_QEA,293,10401974,10402124,-4.68552,20.45064,True
348,y1_d014_IXC_QEA,297,10510924,10511074,3.7113,19.2288,True
349,y1_d014_IXC_QEA,300,10701074,10701224,-3.5172,22.398,True
350,y1_d014_IXC_QEA,303,10811624,10811774,1.9425,14.3388,True
351,y1_d014_IXC_QEA,305,10878174,10878274,2.3016,8.1078,True
352,y1_d015_IXC_QEA,17,518924,519474,20.55723,51.2901,True
353,y1_d015_IXC_QEA,18,557724,558224,34.6662,52.6554,True
354,y1_d015_IXC_QEA,49,1456274,1457474,-36.5571,80.4738,True
355,y1_d015_IXC_QEA,56,1749524,1749574,3.5115,6.3123,True
356,y1_d015_IXC_QEA,60,1888024,1889574,14.91051,88.02,True
357,y1_d015_IXC_QEA,68,2142574,2143274,-18.78939,61.4385,True
358,y1_d015_IXC_QEA,90,2781524,2782324,-34.6956,61.5927,True
359,y1_d015_IXC_QEA,93,2891874,2892474,13.66344,63.9327,True
360,y1_d015_IXC_QEA,96,3067474,3067724,-19.7997,27.64476,True
361,y1_d015_IXC_QEA,108,3430474,3430524,5.7027,9.4563,True
362,y1_d015_IXC_QEA,117,3665824,3665924,-0.4986,11.781,True
